Modelo,Color,Año Modelo,Modalidad de Venta,Moneda,Precio Real,PRECIO DE VENTA,Tipo Cambio (a soles),Tipo Cliente,Genero,Estado Civil,Kilometraje (x10 mil km),Siniestros,Mes
RUSH,ROJO MICA METALICO,2022,Venta Directa,US $,22290,17832,4,NAT,Masculino,Casado,7,0,Noviembre
HILUX,PLATA METALICO,2020,Venta Directa,US $,41200,32960,4,NAT,Masculino,Soltero,6,1,Octubre
YARIS,PLATA METALICO,2020,Venta Directa,US $,15790,12632,4,NAT,Masculino,Soltero,12,3,Julio
HILUX,PLATA METALICO,2020,Venta Directa,US $,41200,32960,4,NAT,Masculino,Soltero,6,3,Agosto
HILUX,ROJO METALICO,2024,Licitación,S/.,199000,159200,4,JUR,Femenino,,0,0,Diciembre
HILUX,BLANCO,2021,Venta Directa,US $,39100,31280,4,JUR,Masculino,Soltero,4,6,Marso
RUSH,BLANCO,2021,Venta Directa,US $,21690,17352,4,NAT,Masculino,Soltero,5,4,Junio
HILUX,ROJO METALICO,2020,Venta Directa,US $,36400,29120,4,JUR,Masculino,Soltero,6,2,Mayo
HILUX,BLANCO,2020,Venta Directa,US $,41000,32800,4,JUR,Masculino,Soltero,10,4,Setiembre
AVANZA,AZUL OSCURO METALICO,2020,Venta Directa,S/.,62840,50272,4,JUR,Masculino,Soltero,12,3,Nobiemvre
ETIOS,GRIS OSCURO METALICO,2021,Venta Directa,US $,12690,10152,4,NAT,Masculino,Soltero,14,1,Diciembre
ETIOS,BLANCO,2021,Crédito Vehicular MAF,US $,10300,8240,4,NAT,Femenino,Soltero,7,0,Febreo
ETIOS,GRIS OSCURO METALICO,2021,Crédito Vehicular MAF,US $,10990,8792,4,NAT,Masculino,Soltero,6,4,Septiembre
RUSH,PLATA METALICO,2021,Venta Directa,US $,23290,18632,4,NAT,Masculino,Casado,12,2,Junio
AVANZA,PLATA METALICO,2021,Venta Directa,US $,18670,14936,4,NAT,Femenino,Soltero,6,3,Enero
RUSH,BLANCO,2020,Venta Directa,US $,21000,16800,4,NAT,Masculino,Soltero,0,0,Marzo
YARIS,BLANCO,2022,Crédito Vehicular MAF,US $,15200,12160,4,NAT,Masculino,Soltero,2,3,Febrero
RUSH,ROJO MICA METALICO,2021,Crédito Vehicular MAF,US $,22490,17992,4,NAT,Masculino,Casado,5,0,Agosto
RUSH,BLANCO,2021,Crédito Vehicular MAF,US $,21890,17512,4,NAT,Masculino,Soltero,6,1,Diciembre
RUSH,PLATA METALICO,2020,Venta Directa,US $,21790,17432,4,NAT,Masculino,Casado,10,3,Nobiemvre
ETIOS,PLATA METALICO,2019,Venta Directa,US $,11990,9592,4,NAT,Masculino,Casado,12,3,Mayo
RUSH,BLANCO,2022,Venta Directa,S/.,95600,76480,4,NAT,Masculino,Soltero,11,5,Octuvre
AVANZA,GRIS OSCURO METALICO,2022,Venta Directa,US $,18590,14872,4,JUR,Masculino,Soltero,7,0,Enero
AVANZA,PLATA METALICO,2022,Venta Directa,S/.,72750,58200,4,NAT,Masculino,Viudo,6,4,Octubre
RAV4,ROJO MICA,2019,Venta Directa,US $,26780,21424,4,JUR,Masculino,Soltero,12,2,Mayo
HILUX,BLANCO,2021,Venta Directa,US $,39100,31280,4,JUR,Femenino,Casado,6,4,Diciembre
HILUX,PLATA METALICO,2021,Crédito Vehicular MAF,US $,39100,31280,4,JUR,Masculino,Soltero,0,0,Julio
YARIS,PLATA METALICO,2020,Venta Directa,S/.,57680,46144,4,NAT,Masculino,Casado,4,1,Junio
HILUX,GRIS OSCURO METALICO,2022,Licitación,S/.,188900,151120,4,JUR,Femenino,,10,0,Agosto
AVANZA,GRIS OSCURO METALICO,2020,Venta Directa,S/.,61480,49184,4,NAT,Masculino,Soltero,7,4,Octuvre
ETIOS,PLATA METALICO,2023,Venta Directa,US $,15060,12048,4,NAT,Femenino,Soltero,6,2,Enero
AVANZA,PLATA METALICO,2022,Venta Directa,US $,18790,15032,4,NAT,Masculino,Soltero,12,5,Febrero
DUTRO,BLANCO,2019,Venta Directa,US $,27500,22000,4,JUR,Femenino,Soltero,6,3,Marzo
HILUX,PLATA METALICO,2020,Venta Directa,US $,41200,32960,4,JUR,Masculino,Casado,0,0,Junio
HILUX,BLANCO,2021,Venta Directa,US $,38600,30880,4,JUR,Femenino,Soltero,2,1,Octubre
HILUX,BLANCO,2018,Venta Directa,US $,32000,25600,4,NAT,Masculino,Casado,8,2,Octubre
RUSH,PLATA METALICO,2022,Venta Directa,US $,22740,18192,4,NAT,Masculino,,6,3,Diciembre
HIACE,PLATA METALICO,2019,Venta Directa,US $,40340,32272,4,JUR,Masculino,Soltero,10,6,Abril
HILUX,BLANCO,2022,Venta Directa,S/.,151610,121288,4,JUR,Masculino,Casado,12,6,Noviembre
HILUX,BLANCO,2022,Venta Directa,US $,39340,31472,4,JUR,Masculino,Soltero,11,7,Octubre
HILUX,BLANCO,2020,Venta Directa,US $,27600,22080,4,JUR,Masculino,Soltero,7,2,Julio
AVANZA,PLATA METALICO,2025,Crédito Vehicular MAF,US $,20210,16168,4,NAT,Masculino,Soltero,6,1,Agosto
RUSH,ROJO MICA METALICO,2023,Venta Directa,US $,24440,19552,4,NAT,Femenino,Soltero,12,7,Diciembre
RAV4,ROJO MICA,2021,Venta Directa,US $,24000,19200,4,NAT,Masculino,Casado,6,1,Marso
