Marca temporal,Alumno encuestador ,Sexo,Edad,Carrera,Ciclo:,¿Cuántas asignaturas cursas actualmente?,¿Recibes algún apoyo económico para estudiar UTEC?,¿Consume café?, En promedio ¿Cuántas tazas de café consumes en un día?,"Antes de ser alumno de UTEC, ¿cuántas tazas de café consumías al día aproximadamente?","Durante un día de exámenes, ¿Cuántas tazas de café consumes?",¿Con qué frecuencia tomas café diariamente?,¿Cuál fue tu promedio ponderado en el ciclo 2024-1? (Tal cual aparece en tu intranet de estudiante).,¿Dedicas tiempo extra al estudio cuando consumes café? ¿Cuánto?,Si tuvieras que describir tu rendimiento académico cuando consumes café ¿Cómo sería?,¿Cuál es tu estado de ánimo después de consumir café?,¿Cuál es el motivo por el que consumes café?,¿Consideras que vives muy lejos de la UTEC? sí/no,¿Qué intensidad de café prefieres?,¿A qué temperatura consumes tu café?,¿Cuál es el monto máximo que estás dispuesto a gastar en una buena taza de café? (en soles),¿Cuánto gastas en café a la semana?,¿Cuántas horas duermes en promedio aquellos días que tomas café? ,Tiempo aproximado entre cada taza de café que consumes. (Medido en horas),En promedio ¿Cuántas horas descansas por día?,¿Cuál es la cantidad máxima de horas antes de dormir en la que consumirías café? ,¿Cuál es el nivel de dependencia al café para mantenerte despierto durante las noches de estudio?,¿Cómo crees que te afecta el consumo de café?,¿Con qué frecuencia consumes café por la noche?,¿Qué tan frecuente te reúnes a tomar café con tus amigos?,¿Cuántas veces sueles ir a cafeterías a la semana? ,¿Cuántas cucharadas de azúcar le echas a una taza de café?,¿Te gusta acompañar el café con otros alimentos?,¿Cuántas horas duermes por la noche en promedio cuando consumes café?,¿Tu nivel de estrés cambia cuándo consumes café?,Si la respuesta anterior fue sí. ¿Cómo ha cambiado tu nivel de estrés después de consumir café?,"En una escala del 1 al 5, ¿Cómo calificarías el nivel de energía que sientes después de consumir café?
1: No me brinda nada de energía
3: Neutral
5: Me brinda mucha energía",¿Consideras que el consumo de café tiene algún efecto en tu bienestar físico o mental?,¿En qué lugar consumes café con mayor frecuencia?,¿En qué momento del día consumes café con mayor frecuencia?,¿En qué tipo de establecimiento compras café con mayor frecuencia?,¿Qué tipo de café prefieres tomar en tus jornadas de estudio?,¿Tu consumo de café cambió al ingresar a la universidad?
9/18/24 12:19,83,Masculino,19,Ciencia de la Computación,3,6,Beca,Sí,0,0.1,0,Rara vez,13.24,No dedico tiempo extra,Puede Mejorar,Concentrado,Aumento de energía,sí,Suave,Media,3,0.1,7,más de 8,7,3,Ninguna,No me afecta,Rara vez,Nunca,0,las suficientes,Sí,7,No,,1,No afecta mi bienestar,En casa,No hay horario definido,Hago mi propio café,,No cambio
9/18/24 12:19,61,Masculino,18,Bioingeniería,4,5,Ninguno,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9/18/24 12:20,61,Masculino,21,Ingeniería Electrónica,6,4,Ninguno,Sí,1,4,4,A veces,67,Más de 40 minutos,Regular,Ansioso,"Aumento de energía, Aumento de concentración",Si,Suave,Media,3,6,7,"<1,2]",1hora,2,Moderada,No me afecta,Frecuentemente,Nunca,3,1,Sí,7,Sí,Aumenta,3,"Sí, afecta mi bienestar físico",En casa,En la noche,Hago mi propio café,Café pasado,Aumentó
9/18/24 12:21,61,Masculino,18,Ingeniería Mecánica,2,5,Ninguno,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9/18/24 12:23,61,Femenino,18,Ingeniería Ambiental,4,5,Ninguno,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9/18/24 12:24,61,Masculino,19,Ingeniería Industrial,2,4,Ninguno,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9/18/24 12:24,61,Masculino,19,Ciencia de la Computación,2,5,Ninguno,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9/18/24 12:24,61,Masculino,17,Ingeniería de la Energía,2,6,Ninguno,Sí,3,1,0,A veces,15,Más de 40 minutos,Bueno,Estresado,"Aumento de energía, Reducción de la Fatiga, Aumento de concentración, Estímulo de creatividad, Socializar",Si,Fuerte,Media,12,1,6,"<1,2]",0,6,Baja,Me afecta positivamente,Rara vez,Nunca,2,1,A veces,7,Sí,Aumenta,1,No afecta mi bienestar,En casa,En la noche,"""Bodegas"" como Listo, Tambo, etc",Café Irlandés,Aumentó
9/18/24 12:24,61,Masculino,20,Ciencia de la Computación,6,5,Ninguno,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9/18/24 12:25,52,Masculino,17,Ingeniería Electrónica,2,4,Ninguno,Sí,1,1,2,A veces,11.5,Entre 20 a 40 minutos,Bueno,Despierto,"Aumento de energía, Reducción de la Fatiga, Aumento de concentración",No,Suave,Media,15,1,6,más de 8,6,8,Baja,No me afecta,Rara vez,Rara vez,1,2,Sí,6,No,,4,"Sí, afecta mi bienestar mental",En casa,En la tarde,Starbucks,"Café Americano, Café con leche ",Aumentó
9/18/24 12:25,61,Femenino,18,Bioingeniería,4,6,Ninguno,Sí,1,1,1,A veces,14.74,Menos de 20 minutos,Bueno,Normal,Sabor,No,Fuerte,Media,4,2.5,6,"<4,6]",6,1,Ninguna,No me afecta,A veces,Rara vez,0,1,A veces,6,No,,1,"Sí, afecta mi bienestar físico",En casa,En la tarde,Hago mi propio café,"Café pasado, Capuccino, Mocaccino",Disminuyó
9/18/24 12:26,61,Masculino,20,Ingeniería Civil,7,6,Beca,Sí,1,1,1,Rara vez,15.1,Entre 20 a 40 minutos,Bueno,Concentrado,"Aumento de energía, Reducción de la Fatiga, Aumento de concentración",Si,Suave,Media,10,30,6,más de 8,6,7,Baja,No me afecta,Rara vez,Rara vez,1,2,A veces,6,No,,3,"Sí, afecta tanto mi bienestar físico como mental",En la universidad,En la noche,"""Bodegas"" como Listo, Tambo, etc","Café Americano, Mocaccino",No cambio
9/18/24 12:26,61,Masculino,22,Ingeniería Mecánica,1,6,Ninguno,Sí,15,20,0,Siempre,,No tomo café cuendo estudio,Bueno,Somnoliento,Me mantiene tranquilo,No,Fuerte,Baja,15,1,5,más de 8,3 a 4 horas,3,Muy Alta,Me afecta positivamente,Frecuentemente,Nunca,0,2,Sí,5,No,,1,"Sí, afecta tanto mi bienestar físico como mental",En casa,En la noche,,"Café Americano, Capuccino, Mocaccino",No cambio
9/18/24 12:28,61,Masculino,24,Bioingeniería,0,5,Beca,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9/18/24 12:31,53,Femenino,19,Ingeniería Mecánica,6,5,Beca,Sí,1,0.5,1,Frecuentemente,17,Entre 20 a 40 minutos,Regular,Somnoliento,"Aumento de energía, Me gusta su sabor",sí,Suave,Media,5,5,5,más de 8,7,2,Baja,No me afecta,A veces,Nunca,0,1,A veces,5,No,Neutro,3,No afecta mi bienestar,En casa,En la noche,Hago mi propio café,Café Americano,Aumentó
9/18/24 12:33,61,Masculino,17,Ciencia de la Computación,1,6,Ninguno,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9/18/24 12:34,61,Masculino,17,Ingeniería Mecánica,2,7,Ninguno,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9/18/24 12:34,64,Masculino,20,Ingeniería Mecatrónica,3,6,Beca,Sí,1,1,0,Rara vez,16.46,No dedico tiempo extra,Bueno,Despierto,Socializar,No,Suave,Media,2,2,6,"<1,2]",6,1,Ninguna,No me afecta,Rara vez,Rara vez,1,3,A veces,6,No,,3,No afecta mi bienestar,En la universidad,No hay horario definido,"""Bodegas"" como Listo, Tambo, etc",Capuccino,No cambio
9/18/24 12:35,1000,Masculino,259,Ciencia de la Computación,10,243,Ninguno,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9/18/24 12:36,43,Masculino,17,Ingeniería Industrial,2,6,Ninguno,Sí,2,1,4,A veces,14.28,Más de 40 minutos,Bueno,Concentrado,Reducción de la Fatiga,Si :((,Suave,Media,10,4,7,"<2,4]",7,2,Moderada,Me afecta positivamente,Rara vez,Nunca,3,2,A veces,7,No,Neutro,3,"Sí, afecta mi bienestar mental",En casa,En la noche,Hago mi propio café,Café pasado,Aumentó
9/18/24 12:40,53,Femenino,19,Ingeniería Mecánica,4,5,Ninguno,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9/18/24 12:44,43,Femenino,17,Bioingeniería,2,4,Ninguno,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9/18/24 12:49,61,Femenino,18,Ingeniería Mecatrónica,2,4,Ninguno,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9/18/24 12:53,42,Masculino,22,Ingeniería de la Energía,3,6,Ninguno,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9/18/24 12:54,31,Masculino,18,Ciencia de la Computación,2,7,Ninguno,Sí,2,1,2,Frecuentemente,16 o 17,Más de 40 minutos,Bueno,Ansioso,"Aumento de energía, Aumento de concentración",Ai,Fuerte,Media,2.5,10,6,"<4,6]",6 o 7,4,Baja,No me afecta,Frecuentemente,Rara vez,3,2,Sí,6,Sí,Aumenta,4,"Sí, afecta tanto mi bienestar físico como mental",En la universidad,En la noche,Cafetería Artesanal,Capuccino,Aumentó
9/18/24 13:01,81,Femenino,17,Ingeniería Mecatrónica,2,6,Beca,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9/18/24 13:02,43,Femenino,17,Ingeniería Mecatrónica,2,6,Beca,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9/18/24 13:03,43,Masculino,19,Ingeniería Ambiental,4,6,Beca,Sí,1,1,2,A veces,18.45,Entre 20 a 40 minutos,Bueno,Despierto,Aumento de energía,Sí,Muy suave,Media,2,2,6,más de 8,7,3,Moderada,Me afecta positivamente,A veces,Rara vez,1,1,A veces,6,No,Neutro,4,"Sí, afecta tanto mi bienestar físico como mental",En casa,En la noche,Hago mi propio café,Capuccino,No cambio
9/18/24 13:06,52,Masculino,17,Ingeniería Mecatrónica,2,6,Semi-beca,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9/18/24 13:06,42,Masculino,21,Ingeniería Civil,3,6,Beca,Sí,1,1,1,Rara vez,14,Menos de 20 minutos,Regular,Normal,Aumento de energía,Sí,Muy suave,Media,2,5,8,"<1,2]",7,1,Ninguna,No me afecta,Rara vez,Nunca,1,1,Sí,8,No,,3,No afecta mi bienestar,En casa,En la noche,Hago mi propio café,Café Americano,No cambio
9/18/24 13:08,52,Masculino,17,Ingeniería Mecatrónica,2,5,Ninguno,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9/18/24 13:12,75,Masculino,18,Ingeniería Mecatrónica,3,5,Ninguno,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9/18/24 13:14,75,Masculino,20,Ingeniería Ambiental,4,7,Beca,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9/18/24 13:15,64,Masculino,18,Ingeniería Mecatrónica,3,5,Ninguno,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9/18/24 13:16,13,Masculino,23,Ciencia de datos,2,6,Ninguno,Sí,1,1,2,Rara vez,17.45,Menos de 20 minutos,Puede Mejorar,,.,Sí,Suave,Baja,9,1,6,"<1,2]",6,4,Ninguna,No me afecta,Rara vez,Nunca,0,1,No,4,No,,4,"Sí, afecta mi bienestar físico",En la universidad,En la mañana,"""Bodegas"" como Listo, Tambo, etc",,Aumentó
9/18/24 13:17,55,Masculino,18,Ciencia de la Computación,3,7,Beca,Sí,9,3,12,Siempre,16.57,Más de 40 minutos,Bueno,Concentrado,Reducción de la Fatiga,Si,Muy Fuerte,Media,7,5,7,"<2,4]",1,1,Muy Alta,Me afecta muy negativamente,Frecuentemente,Algunas veces,2,3,Sí,5,Sí,Disminuye,3,"Sí, afecta mi bienestar físico",En casa,En la noche,Hago mi propio café,Café Americano,Aumentó mucho
9/18/24 13:18,75,Masculino,18,Ingeniería Mecatrónica,4,5,Ninguno,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9/18/24 13:19,75,Masculino,19,Ingeniería Mecatrónica,3,6,Beca,Sí,3,5,5,A veces,13.92,Entre 20 a 40 minutos,Bueno,Somnoliento,"Estímulo de creatividad, Por el sabor",no,Fuerte,Baja,1,3,7,"<1,2]",8,7,Ninguna,Me afecta positivamente,A veces,Nunca,0,1,A veces,7,No,Neutro,3,"Sí, afecta mi bienestar mental",En casa,No hay horario definido,Hago mi propio café,Café pasado,Disminuyó
9/18/24 13:21,13,Masculino,17,Ciencia de datos,2,6,Ninguno,Sí,1,1,1,Siempre,15.75,No dedico tiempo extra,Bueno,Despierto,"Aumento de energía, me gusta",si,Fuerte,Alta,8,10,7,más de 8,8,5,Moderada,Me afecta positivamente,Rara vez,Nunca,1,0,A veces,7,No,,4,"Sí, afecta tanto mi bienestar físico como mental",En casa,En la mañana,Hago mi propio café,Café Americano,No cambio
9/18/24 13:24,64,Masculino,18,Ingeniería Mecatrónica,3,5,Ninguno,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9/18/24 13:24,64,Femenino,18,Ingeniería Mecatrónica,3,6,Ninguno,Sí,2,0.5,4,Frecuentemente,14.53,Horas,Bueno,Concentrado,Aumento de concentración,No,Fuerte,Media,5,3,3,"<2,4]",4.5,1,Moderada,Me afecta positivamente,Siempre,Nunca,0,1.5,Sí,3,No,,1,No afecta mi bienestar,En casa,En la noche,Hago mi propio café,"Café Americano, Café pasado",Aumentó mucho
9/18/24 13:25,13,Masculino,17,Ciencia de datos,2,5,Ninguno,Sí,1,1,0,A veces,17,Entre 20 a 40 minutos,Bueno,Igual,Sed,Si,Fuerte,Baja,17,10,6,"<1,2]",3,5,Ninguna,Me afecta positivamente,Rara vez,Nunca,0,1,Sí,6,Sí,Disminuye,3,No afecta mi bienestar,En casa,En la mañana,Hago mi propio café,Café Irlandés,Aumentó
9/18/24 13:34,52,Masculino,17,Ingeniería Mecatrónica,2,6,Ninguno,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9/18/24 13:35,13,Masculino,19,Ciencia de datos,5,5,Ninguno,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9/18/24 13:39,45,Masculino,18,Bioingeniería,3,5,Beca,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9/18/24 13:39,44,Masculino,20,Ingeniería Mecánica,2,5,Ninguno,Sí,1,2,1,A veces,15,Entre 20 a 40 minutos,Bueno,Ansioso,"Aumento de energía, Aumento de concentración",si,Fuerte,Baja,15,5,,"<6,8]",7,5,Alta,Me afecta positivamente,Rara vez,Rara vez,2,1.5,Sí,7,Sí,Disminuye,4,"Sí, afecta mi bienestar mental",En casa,En la mañana,Hago mi propio café,"Café pasado, Capuccino, Mocaccino",No cambio
9/18/24 13:40,52,Masculino,18,Ciencia de la Computación,2,6,Semi-beca,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9/18/24 13:41,55,Masculino,17,Ingeniería Química,2,5,Ninguno,Sí,1,1,0,A veces,16.16,Entre 20 a 40 minutos,Bueno,Somnoliento,Sabe rico,No,Fuerte,Alta,5,5,8,más de 8,7,0.1,Ninguna,No me afecta,Frecuentemente,Algunas veces,1,2,Sí,8,No,,3,No afecta mi bienestar,En casa,En la noche,Hago mi propio café,"Café Americano, Café pasado, Café Irlandés, Capuccino, Mocaccino, Café caquita de mono",Disminuyó
9/18/24 13:46,55,Femenino,17,Ingeniería Química,2,5,Ninguno,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9/18/24 13:51,55,Femenino,17,Ingeniería Química,2,5,Ninguno,Sí,1,1,1,A veces,,Más de 40 minutos,Bueno,Despierto,"Aumento de energía, Aumento de concentración",si,Suave,Alta,5,3,4,"<1,2]",6,2,Moderada,Me afecta positivamente,Rara vez,Rara vez,1,2,A veces,4,Sí,Neutro,4,"Sí, afecta mi bienestar físico",En casa,En la noche,"""Bodegas"" como Listo, Tambo, etc","Café Americano, Café pasado, Capuccino",No cambio
9/18/24 14:01,61,Masculino,22,Ingeniería de la Energía,1,5,Ninguno,Sí,1,3,1,Siempre,Recién ingrese,No dedico tiempo extra,Bueno,Despierto,"Reducción de la Fatiga, Por gusto propio",Sí ,Suave,Media,6,2,8,más de 8,8,8,Ninguna,No me afecta,Rara vez,Nunca,0,3,Sí,8,No,Neutro,3,No afecta mi bienestar,En casa,En la mañana,Hago mi propio café,Mocaccino,Disminuyó
9/18/24 14:03,44,Masculino,18,Ingeniería Industrial,2,6,Ninguno,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9/18/24 14:07,55,Femenino,17,Ingeniería Química,2,5,Ninguno,Sí,2,1,4,A veces,14.85,Entre 20 a 40 minutos,Bueno,Concentrado,"Reducción de la Fatiga, Aumento de concentración",No,Suave,Media,10,5,6,"<6,8]",5,3,Baja,No me afecta,Rara vez,Rara vez,1,1,A veces,4,No,,3,"Sí, afecta tanto mi bienestar físico como mental",En la universidad,En la mañana,Starbucks,"Capuccino, Mocaccino, Latte",Aumentó
9/18/24 14:11,52,Femenino,17,Ingeniería Industrial,2,7,Beca,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9/18/24 14:13,82,Masculino,18,Ingeniería de la Energía,2,4,Ninguno,Sí,3,2,5,Frecuentemente,14.3,Más de 40 minutos,Excelente,Concentrado,"Aumento de concentración, Me gusta el sabor.",Si,Fuerte,Alta,5,80,10,"<6,8]",8,1,Alta,Me afecta positivamente,A veces,Rara vez,3,2,A veces,10,Sí,Disminuye,3,"Sí, afecta tanto mi bienestar físico como mental",En casa,No hay horario definido,Starbucks,Capuccino,Aumentó
9/18/24 14:15,1,Masculino,19,Ciencia de datos,2,6,Ninguno,Sí,1,1,1,A veces,14,No dedico tiempo extra,Regular,Ninguno ,Tengo sed o frío ,15 kilómetros de mi casa,Muy Fuerte,Media,5,0.1,5,"<6,8]",Nose exactamente pero creo q 6 ,0.1,Baja,No me afecta,Rara vez,Rara vez,0,0,No,5,No,Neutro,1,No afecta mi bienestar,En la universidad,En la mañana,Cafetería Artesanal,Espresso,No cambio
9/18/24 14:15,82,Masculino,19,Ingeniería Mecatrónica,2,5,Ninguno,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9/18/24 14:16,13,Femenino,16,Ciencia de datos,2,8,Ninguno,Sí,4,18,3,Frecuentemente,13,Menos de 20 minutos,Bueno,Despierto,"Aumento de energía, Estímulo de creatividad",Sí,Fuerte,Alta,4.5,40,6,"<2,4]",4,4,Ninguna,No me afecta,Frecuentemente,Rara vez,4 a más,3,A veces,6,No,Neutro,4,No afecta mi bienestar,En la universidad,No hay horario definido,Cafetería Artesanal,"Café pasado, Mocaccino, Frapuccino",Disminuyó mucho
9/18/24 14:17,52,Masculino,20,Ingeniería Mecánica,2,6,Ninguno,Sí,1,2,1,A veces,15,Entre 20 a 40 minutos,Bueno,Despierto,Aumento de energía,Si,Fuerte,Baja,22,5,7,"<6,8]",7,6,Moderada,Me afecta positivamente,A veces,Rara vez,2,2.5,A veces,7,Sí,Disminuye,3,"Sí, afecta tanto mi bienestar físico como mental",En la universidad,En la noche,"""Bodegas"" como Listo, Tambo, etc","Café Irlandés, Capuccino, Mocaccino",No cambio
9/18/24 14:30,82,Femenino,15,Ingeniería Mecatrónica,3,5,Ninguno,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9/18/24 14:31,53,Masculino,22,Ingeniería Mecánica,8,6,Ninguno,Sí,1,1,0,Rara vez,13.76,No dedico tiempo extra,Regular,Despierto o ansiosi,Aumento de concentración,Sí,Suave,Media,2.5,5,,"<1,2]",5,4,Ninguna,No me afecta,Rara vez,Nunca,0,3,A veces,6,Sí,Neutro,4,"Sí, afecta mi bienestar mental",En la universidad,No hay horario definido,,Café largo,No cambio
9/18/24 14:34,82,Femenino,17,Ingeniería Mecatrónica,2,6,Ninguno,Sí,8,2,40,Frecuentemente,17.3,,Bueno,Despierto,"Aumento de energía, Reducción de la Fatiga, Aumento de concentración",Si,Suave,Baja,30,100,5,"<1,2]",5,3,Alta,Me afecta muy positivamente,Rara vez,Rara vez,1,2,Sí,4,No,,4,"Sí, afecta tanto mi bienestar físico como mental",En casa,En la tarde,Hago mi propio café,"Café Americano, Capuccino, ",Aumentó
9/18/24 14:39,82,Masculino,18,Ingeniería Industrial,2,6,Ninguno,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9/18/24 14:40,61,Femenino,17,Ingeniería Electrónica,1,7,Ninguno,Sí,3,1,3,Frecuentemente,14,Más de 40 minutos,Bueno,Concentrado,"Aumento de energía, Reducción de la Fatiga, Aumento de concentración",Si,Muy Fuerte,Media,10,40,6,"<4,6]",6h,4,Moderada,Me afecta positivamente,Frecuentemente,Siempre,2,4,Sí,5,No,Neutro,3,No afecta mi bienestar,En casa,En la noche,Hago mi propio café,Capuccino,Aumentó
9/18/24 14:45,55,Femenino,17,Ingeniería Industrial,2,5,Ninguno,Sí,0,1,2,Rara vez,No se,Entre 20 a 40 minutos,Puede Mejorar,Ansioso,Aumento de energía,Si,Muy suave,Media,20,1,5,"<6,8]",7,8,Muy Alta,Me afecta negativamente,Rara vez,Nunca,0,4,Sí,5,Sí,Aumenta,4,"Sí, afecta tanto mi bienestar físico como mental",En casa,En la mañana,Starbucks,Mocaccino,Aumentó
9/18/24 14:46,82,Masculino,18,Ingeniería de la Energía,2,6,Ninguno,Sí,5,6,12,Frecuentemente,14,Menos de 20 minutos,Bueno,Despierto,"Aumento de energía, Reducción de la Fatiga, Estímulo de creatividad",No,Fuerte,Media,15,20,8,"<6,8]",9,9,Ninguna,No me afecta,A veces,Algunas veces,0,0,A veces,7,No,Neutro,4,No afecta mi bienestar,En casa,No hay horario definido,Hago mi propio café,"Café Americano, Café pasado, Capuccino, Mocaccino",No cambio
9/18/24 14:49,85,Femenino,17,Ingeniería Industrial,2,5,Ninguno,Sí,1,1,2,Rara vez,No se,Entre 20 a 40 minutos,Puede Mejorar,Ansioso,Aumento de energía,Si,Muy suave,Media,20,1,7,"<6,8]",8,8,Moderada,Me afecta negativamente,Rara vez,Nunca,0,4,Sí,6,Sí,Aumenta,4,"Sí, afecta tanto mi bienestar físico como mental",En casa,En la mañana,Starbucks,Mocaccino,Aumentó
9/18/24 14:50,82,Masculino,22,Ingeniería Mecánica,8,6,Ninguno,Sí,1,1,0,A veces,13.75,No dedico tiempo extra,Regular,Despierto y ansioso,"Aumento de energía, Aumento de concentración",Sí,Suave,Media,2.5,5,6,"<1,2]",6,4,Ninguna,No me afecta,Rara vez,Nunca,0,3,A veces,6,Sí,Aumenta,4,"Sí, afecta mi bienestar mental",En la universidad,No hay horario definido,,Café largo,No cambio
9/18/24 14:54,62,Masculino,17,Ciencia de datos,2,4,Beca,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9/18/24 14:54,82,Masculino,17,Ciencia de la Computación,2,6,Ninguno,Sí,3,1,7,Siempre,17,Más de 40 minutos,Puede Mejorar,Estresado,"Aumento de energía, Reducción de la Fatiga, Aumento de concentración, Estímulo de creatividad",si,Muy Fuerte,Alta,20,30,4,"<2,4]",5,8,Muy Alta,Me afecta muy positivamente,Siempre,Nunca,0,3,Sí,3,Sí,Aumenta,5,"Sí, afecta tanto mi bienestar físico como mental",En casa,En la noche,Hago mi propio café,"Café Americano, Café pasado, Café Irlandés, Capuccino, Mocaccino, Café caquita de mono",Aumentó mucho
9/18/24 15:03,82,Masculino,19,Ingeniería Mecánica,2,5,Ninguno,Sí,1,1,2,A veces,10.5,No dedico tiempo extra,Regular,Despierto,Relajante,Si,Fuerte,Baja,6,5,4.3,más de 8,5.30,6,Moderada,No me afecta,A veces,Nunca,3,2,A veces,5,Sí,Neutro,3,"Sí, afecta mi bienestar mental",En casa,En la mañana,Hago mi propio café,Capuccino,No cambio
9/18/24 15:03,82,Masculino,17,Ingeniería de la Energía,2,6,Ninguno,Sí,2,2,2,Frecuentemente,13.7,No dedico tiempo extra,Bueno,Somnoliento,"Aumento de energía, Reducción de la Fatiga, Aumento de concentración",si,Fuerte,Media,15,0.5,5,"<6,8]",23,8,Baja,Me afecta positivamente,A veces,Rara vez,0,0.5,A veces,7,No,Neutro,3,"Sí, afecta mi bienestar físico",En casa,En la noche,Hago mi propio café,"Café Americano, Capuccino",No cambio
9/18/24 15:09,64,Masculino,18,Ingeniería Mecatrónica,3,5,Ninguno,Sí,0,1,2,Rara vez,12,Más de 40 minutos,Regular,Despierto,"Aumento de energía, Reducción de la Fatiga",Sisi,Fuerte,Media,5,3,7,más de 8,6,5,Moderada,No me afecta,Rara vez,Nunca,0,2,A veces,7,Sí,Aumenta,3,"Sí, afecta mi bienestar físico",En la universidad,En la mañana,"""Bodegas"" como Listo, Tambo, etc","Café Americano, Mocaccino",Aumentó mucho
9/18/24 15:16,82,Masculino,17,Ingeniería Mecánica,1,8,Ninguno,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9/18/24 15:17,64,Masculino,20,Ciencia de la Computación,3,7,Ninguno,Sí,1,1,4,A veces,17.5,No dedico tiempo extra,Regular,Despierto,Reducción de la Fatiga,no,Fuerte,Media,20,40,5,"<1,2]",8,3,Ninguna,No me afecta,A veces,Rara vez,2,1,A veces,8,No,Neutro,3,"Sí, afecta mi bienestar mental",En casa,En la mañana,Starbucks,"Café Americano, Café pasado, Capuccino, Mocaccino",No cambio
9/18/24 15:18,82,Masculino,18,Ingeniería Mecánica,2,8,Ninguno,Sí,2,1,3,A veces,13.8,Entre 20 a 40 minutos,Bueno,Ansioso,"Aumento de energía, Aumento de concentración",SI,Fuerte,Alta,5.5,15,2,"<4,6]",6,3,Moderada,No me afecta,Rara vez,Nunca,3,2,A veces,2,No,Neutro,4,"Sí, afecta tanto mi bienestar físico como mental",En la universidad,No hay horario definido,Hago mi propio café,"Café Americano, Café pasado",Aumentó
9/18/24 15:20,64,Masculino,18,Ingeniería Mecatrónica,3,5,Semi-beca,Sí,2,1,2,A veces,12,Más de 40 minutos,Bueno,Ansioso,"Aumento de energía, Reducción de la Fatiga, Aumento de concentración",si,Fuerte,Alta,10,10,4,"<4,6]",5 a 6,10,Moderada,Me afecta positivamente,Frecuentemente,Nunca,0,2,Sí,5,Sí,Disminuye,3,No afecta mi bienestar,En casa,En la noche,Hago mi propio café,Café Americano,Aumentó mucho
9/18/24 15:21,44,Masculino,17,Ingeniería Mecánica,2,6,Ninguno,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9/18/24 15:25,64,Masculino,18,Ingeniería Civil,3,6,Beca,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9/18/24 15:29,61,Femenino,20,Ingeniería Química,6,7,Ninguno,Sí,3,1,5,Frecuentemente,14.45,Más de 40 minutos,Puede Mejorar,Estresado,"Aumento de energía, Aumento de concentración, Estímulo de creatividad",No,Fuerte,Alta,7,20,5,"<4,6]",6,1,Baja,Me afecta positivamente,Frecuentemente,Rara vez,2,3,Sí,5,Sí,Aumenta,3,"Sí, afecta mi bienestar mental",En la universidad,En la tarde,"""Bodegas"" como Listo, Tambo, etc","Café Americano, Café pasado, Capuccino, Mocaccino",Aumentó mucho
9/18/24 15:37,53,Masculino,17,Ingeniería Mecánica,2,6,Ninguno,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
